Reporting Range=["Monthly"],Select year=["2025"],Select month=["November"],Search Term=["berberine"]
"499040","thorne berberine dual action","THORNE","ForestLeaf","SOLARAY","Health & Personal Care","Grocery",,"B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","77.21","70.68","B00F5US2BY","THORNE - Berberine - 200 mg (Formerly Berbercap) - Supports Heart Function, Immune System and Gut Health* - 60 Capsules","3.38","1.57","B087YD4LSH","SOLARAY Berberine 500mg - Berberine Supplement for a Healthy, Active Lifestyle - with Berberine HCl from Indian Barberry - Vegan, Non-GMO, 60-Day Guarantee, Lab Verified - 100 Servings, 100 VegCaps","2.65","0.52","2025-11-30"
"499838","berberine 500 mg","NATUREBELL","NOW","Puritan's Pride","Health & Personal Care",,,"B0C7FF131K","NatureBell Berberine Supplement 500mg | 300 Veggie Capsules, 97% Pure Berberine HCL – 5:1 Root Extract – Plant Based, Vegan, Non-GMO","20.18","17.89","B0DXM7Q176","NOW Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","10.01","9.76","B07W3P7STQ","Puritan's Pride Berberine 500 mg, Dietary Supplement Support for Heart Health, Weight Loss, Support Blood Sugar and Cholesterol, 1 Month Supply, 60 Capsules","8.84","7.32","2025-11-30"
"501306","kind patches berberine","Kind Patches","ASDF Cutra",,"Health & Personal Care","Lawn and Garden","Beauty","B0FK194S3Q","GLP-1 Patches by Kind Patches for Women and Men - 4 Pack, 120 Count","19.35","11.7","B0FYRG4789","Kind Patches GLP-1 Patches with L Glutamine, Berberine, Chromium, Pomegranate and Cinnamon - 2 Pack, 60 Patches","14.33","18.09","B0FNJVG9WQ","ASDF Cutra. GLP-1 Patches for Women and Men, with Berberine, L-Glutamine, and Cinnamon, Natural Ingredients Patche - 1 Packs, 30 Patches","9.31","10.64","2025-11-30"
"516907","berberine capsules","Luma Nutrition","Nature's Bounty","Carlyle","Health & Personal Care","Grocery","Books","B08DHC29R6","Luma Nutrition Berberine Supplement - Berberine HCL 1200mg Per Serving - Vegan, Gluten Free, Non-GMO - 60 Capsules","10.96","16.11","B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","8.52","5.56","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","5.48","1.67","2025-11-30"
"526707","berberine complex","Integrative Therapeutics","VEGATOT","Clean Nutraceuticals","Health & Personal Care",,,"B003FIMNJK","Integrative Therapeutics Berberine Complex - Digestive & Gut Health Supplement* - Vegan, Gluten-Free & Dairy-Free - 90 Capsules (45 Servings)","39.22","42.07","B0C16JBYZ2","VEGATOT GlucoSavior Berberine Supplement with Ceylon Cinnamon, Bitter Melon, Gymnema - Supports Immune, Heart Health & Gastrointestinal Function - Made in The USA (150 Count (Pack of 1))","6.05","6.1","B0FK6Q52X2","JUST INGREDIENTS Berberine Supplement – 30-Capsule Herbal Support Formula with Organic Berberis Aristata – Traditionally Used for Metabolic Health, Cellular Function & Overall Wellness.","2.79","3.66","2025-11-30"
"550331","ultra berberine","FORCE FACTOR","Ultra6 Nutrition","ForestLeaf","Health & Personal Care","Beauty",,"B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","51.62","55.28","B0FMCT4SM2","Force Factor Ultra Berberine Enhanced Absorption, with GlucoVantage Dihydroberberine & Chromium, 5X Better Absorption, Lasts 2X Longer, Gentle on The Stomach, Chocolate, 60 Soft Chews","16.18","9.32","B0F98CLT2T","Ultra Berberine Supplement Capsules 600mg (1200mg to 1800mg Daily) – Pure Berberine HCL Supplement to Support Metabolism & Daily Vitality – Vegan, Gluten-Free Diet Supplements (90 Capsules)","10.52","9.94","2025-11-30"
"552166","berberine supplement 500mg","NATUREBELL","Double Wood Supplements","NOW","Health & Personal Care",,,"B0C7FF131K","NatureBell Berberine Supplement 500mg | 300 Veggie Capsules, 97% Pure Berberine HCL – 5:1 Root Extract – Plant Based, Vegan, Non-GMO","22.24","22.34","B01ADU1OYW","Berberine Supplement 500mg, 60 Capsules (Third Party Tested, Non-GMO, Gluten Free, Vegan Safe) AMPK Activator - Berberine HCL for Cardiovascular Health by Double Wood","10.71","7.61","B07W3P7STQ","Puritan's Pride Berberine 500 mg, Dietary Supplement Support for Heart Health, Weight Loss, Support Blood Sugar and Cholesterol, 1 Month Supply, 60 Capsules","9.9","8.63","2025-11-30"
"590016","berberine plus","DOCTOR RECOMMENDED SUPPLEMENTS","Best Naturals","SUPPNATURE","Health & Personal Care",,,"B07V2ZLY4N","DOCTOR RECOMMENDED SUPPLEMENTS Berberine Plus 1200mg Per Serving - 120 Veggie Capsules with Royal Jelly","41.94","44.7","B0D2Z7XN2H","Best Naturals Berberine Plus 1000mg per Serving, (Non-GMO) 60 Capsules - Contains Berberine HCL 1000mg, Vitamin C 120mg & Zinc Gluconate 30 mg","9.36","9.09","B08S1K2MQ9","DOCTOR RECOMMENDED SUPPLEMENTS Berberine with Ceylon Cinnamon - 1200mg Berberine & 100mg Organic Ceylon Cinnamon - 120 Veggie Capsules, Healthy Immune System & Gastrointestinal Wellness","7.28","4.55","2025-11-30"
"600573","swanson berberine","Swanson","Natural Factors","SOLARAY","Health & Personal Care",,,"B0B4BFS39N","Swanson Berberine Advanced Enhanced Absorption - Featuring Berbevis 550 mg 30 Veg Caps","28.4","13.75","B0C822TQ1H","Swanson Berberine Advanced Enhanced Absorption - Featuring Berbevis 550 mg 30 Veg Caps (2 Pack)","23.1","11.25","B006MRK8LG","Swanson Berberine - Supports Metabolic Health & Heart Health* - Contains Standardized Berberine HCl - Non-GMO & Gluten-Free - 60 Vegan Capsules","16.93","16.25","2025-11-30"
"603894","berberine tea","WACHINAS","Behestora",,"Grocery","Health & Personal Care",,"B0FS1FPKZ8","GLP-1 Berberine Tea - Glucose Functional Tea with Ceylon Cinnamon, Milk Thistle, Bitter Melon，Hibiscus Flowers - Vitality & Wellness - Vegan, Caffeine-Free - Organic Plant-Based Tea Bag Pyramids - 30 ct","23.94","20.0","B0F3DB5BM2","Behestora Berberine Tea is a caffeine-free - Herbal Detox Tea crafted with a blend berberine - cinnamon - turmeric - ginger - red rooibos - 15 Bags","12.77","5.0","B0DLY4N9XJ","Berberine Tea 45g Natural Organic Caffeine-Free Blend Non-GMO Herbal in Plastic-Free Stand Alone Pouch Delicious Antioxidant for Immune Support","11.7","6.67","2025-11-30"
"612752","nutricost berberine","Nutricost","Double Wood Supplements","NOW","Health & Personal Care",,,"B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","66.37","61.29","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","16.91","14.19","B0D4RMJ8NB","Nutricost Dihydroberberine Capsules (200mg, 60 Capsules) - More Bioavailable Metabolite of Berberine","6.12","8.39","2025-11-30"
"616100","hum berberine","HUM","THORNE","Luma Nutrition","Health & Personal Care",,,"B0CJTL53NK","HUM Best of Berberine Supplement 1200mg, Pure Potency for Metabolic Wellness, Gut Health, Pure Berberine Supplements Enhanced with BioPerine for Maximum Absorption, 60 Capsules","73.06","76.87","B0FRN8Y4KB","HUM Best of Berberine Supplement Flatter Me Fiber Supplement","14.47","3.73","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","2.71","2.99","2025-11-30"
"618371","organic berberine supplement","DECENT NATURE","VEGATOT","Manewu","Health & Personal Care",,,"B0D5MYQ6PP","Organic Berberine with Ceylon Cinnamon 2175mg - Premium berberine supplement high purity extract USDA Organic, support immune system, Berberine Plus Complex, Non-GMO Vegan for Men Women 90 Capsules","17.97","14.29","B0C16JBYZ2","VEGATOT GlucoSavior Berberine Supplement with Ceylon Cinnamon, Bitter Melon, Gymnema - Supports Immune, Heart Health & Gastrointestinal Function - Made in The USA (150 Count (Pack of 1))","10.89","10.53","B0DD6WWXTB","Manewu Organic Berberine Supplement - 180 Count Berberine with Ceylon Cinnamon & Citrus Bergamot,Cinnamon Supplements,Berberine 1500mg Complex, 3-Month Supply","6.17","6.02","2025-11-30"
"628836","pure encapsulations berberine","Pure Encapsulations","THORNE","NOW","Health & Personal Care",,,"B0CD8PV49D","Pure Encapsulations Berberine UltraSorb - Enhanced Absorption Berberine Phytosome 550 mg - Supports Metabolic & Cardiometabolic Health* - 60 Capsules","84.87","78.72","B0CQ69DLX5","Pure Encapsulations CholestePure Plus 120's - Supports Lipid Metabolism & Heart Health* - Berberine Supplement - with Citrus Bergamot - Gluten Free & Non-GMO - 120 Capsules","2.03","1.42","B08FRNZGQX","Pure Encapsulations Metabolic Xtra | Supplement to Support Carbohydrate Metabolism, and Homeostasis* | 90 Capsules","1.85","1.42","2025-11-30"
"632313","berberine hcl 500mg","NOW","Double Wood Supplements","NATUREBELL","Health & Personal Care",,,"B0DXM7Q176","NOW Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","22.08","20.48","B01ADU1OYW","Berberine Supplement 500mg, 60 Capsules (Third Party Tested, Non-GMO, Gluten Free, Vegan Safe) AMPK Activator - Berberine HCL for Cardiovascular Health by Double Wood","9.65","7.23","B0C7FF131K","NatureBell Berberine Supplement 500mg | 300 Veggie Capsules, 97% Pure Berberine HCL – 5:1 Root Extract – Plant Based, Vegan, Non-GMO","9.28","12.05","2025-11-30"
"634749","feel good berberine","FeelGood Superfoods",,"DOCTOR RECOMMENDED SUPPLEMENTS","Health & Personal Care",,,"B0DF83J5CL","Feelgood Superfoods Berberine - High Absorption - 2200mg Equivalent - Herbal Supplement - Lower Blood Glucose - Helps Cholesterol - 60 Capsules","69.46","69.03","B0DGBS5H4M","Feel Good Superfoods Berberine Phytosome, 120 Vegan Capsules","14.34","11.5","B0G1L6JQ4L","Feel Good Superfoods Berberine Phytosome, 120 Vegan Capsules + Vssl Store Sticker.","2.98","0.88","2025-11-30"
"654420","berberine liquid","Clean Nutraceuticals","Wild & Organic","Bunkka","Health & Personal Care","Pet Products",,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","30.52","30.71","B0CRCYJCLL","Bunkka (2 Pack) Berberine Supplement, Berberine Liquid Drops with Ceylon Cinnamon, Bitter Melon, Sugar-Free & Vegan Supplement Supports Immune System & Gastrointestinal Care - 4 FL Oz","9.4","7.87","B0DHM6L4FB","Wild & Organic Berberine Liquid Drops - 500mg Berberine Supplement HCL for Overall Support - Natural Extract Tincture - Vegan, Alcohol & Sugar-Free - 2 fl oz","9.4","5.51","2025-11-30"
"655740","integrative therapeutics berberine","Integrative Therapeutics","NOW","Sports Research","Health & Personal Care",,,"B01152Y426","Integrative Therapeutics Berberine - Supplement for Cellular Energy Metabolism & Metabolic Support* - Dairy-Free & Gluten-Free - 60 Capsules (60 Servings)","72.12","66.07","B003FIMNJK","Integrative Therapeutics Berberine Complex - Digestive & Gut Health Supplement* - Vegan, Gluten-Free & Dairy-Free - 90 Capsules (45 Servings)","17.12","13.1","B0BN6WQMMC","Integrative Therapeutics Berberine - Supplement for Cellular Energy Metabolism & Metabolic Support* - Dairy-Free & Gluten-Free - 120 Capsules (120 Servings)","4.62","5.95","2025-11-30"
"688138","berberine phytosome supplement","FeelGood Superfoods","Enzymedica","SOLARAY","Health & Personal Care","Pet Products",,"B0DF83J5CL","Feelgood Superfoods Berberine - High Absorption - 2200mg Equivalent - Herbal Supplement - Lower Blood Glucose - Helps Cholesterol - 60 Capsules","22.58","20.37","B0D1YS8N4Z","Enzymedica, Berberine Phytosome, 9.6X Better Bioavailability, High Potency Natural Vegan Dietary Supplement for Metabolic Support, 60 Capsules","18.95","22.22","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","6.05","2.78","2025-11-30"
"699763","toniiq berberine","Toniiq","Double Wood Supplements","THORNE","Health & Personal Care",,,"B07X4B7QFM","Toniiq Ultra High Strength Berberine HCl from The Himalayas - 100:1 Concentrated Extract - Lab-Tested 97% Berberine HCl - 90 Vegetarian Capsules, 500 mg per Capsule","62.5","64.71","B0BX48S53M","Toniiq Ultra High Strength Berberine HCl from The Himalayas - 100:1 Concentrated Extract - Lab-Tested 97% Berberine HCl - 180 Vegetarian Capsules, 1500 mg per Serving","26.02","18.49","B0D8LYYW3W","Dihydroberberine Supplement - Ultra High Potency 1,000mg Formula with GlucoVantage, 10:1 Ceylon Cinnamon & 50:1 Milk Thistle - Third-Party Lab Tested","1.84","2.52","2025-11-30"
"701225","berberine liquid drops","Clean Nutraceuticals","Bunkka","LimerenxLush","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","25.67","16.0","B0CRCYJCLL","Bunkka (2 Pack) Berberine Supplement, Berberine Liquid Drops with Ceylon Cinnamon, Bitter Melon, Sugar-Free & Vegan Supplement Supports Immune System & Gastrointestinal Care - 4 FL Oz","10.68","8.0","B0FFMH5NDS","Liposomal Berberine Supplement - 3000mg Berberine Complex Activating AMPK & GLP-1, Berberine HCL Liquid Drop with Ceylon Cinnamon, Green Tea, Bitter Melon, Turmeric and Prebiotic Blend for Women & Men","7.8","25.33","2025-11-30"
"702735","berberine supplements","Manewu","Nature's Bounty","Aumeto","Health & Personal Care",,,"B0DD6WWXTB","Manewu Organic Berberine Supplement - 180 Count Berberine with Ceylon Cinnamon & Citrus Bergamot,Cinnamon Supplements,Berberine 1500mg Complex, 3-Month Supply","15.23","43.45","B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","7.0","4.83","B0CTKCNRQS","Berberine Supplement - Enhanced with Ceylon Cinnamon, Turmeric, Milk Thistle, Bitter Melon for Digestion, Immunity & Weight Managament (150 Count (Pack of 1))","5.97","0.69","2025-11-30"
"727045","now berberine glucose support","NOW","VEGATOT","NEOGLI","Health & Personal Care",,,"B07PSMZ3J1","NOW Foods Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 90 Softgels","45.32","34.65","B0F9RZK9KD","NOW Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 60 Softgels","22.77","20.47","B0DXM7Q176","NOW Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","22.55","18.9","2025-11-30"
"744568","best berberine for weight loss","PristineRoot","Purify Life","NUTRIFLAIR","Health & Personal Care",,,"B0DWYGWVTG","Berberine Supplement 1200mg – Organic Berberine Weight Loss, Metabolic & Heart Health Support – High Absorbency Pure Berberine HCl Formula – 60 Capsules","9.59","2.22","B0FKZCPLR5","GLP1 Support for Weight Loss - Sugar-Free Berberine Complex Gummies w Ceylon Cinnamon, Milk Thistle, ACV [AMPK Metabolic Activator] Berberine Supplement for Appetite Control, Carb Blocker & Fat Burn","8.71","4.44","B08HHQWBBZ","NutriFlair Premium Berberine HCL 1200mg, 120 Capsules - Plus Pure True Ceylon Cinnamon, Berberine HCI Root Supplements Pills - Immune System - yields an Optimal 8% HCl","7.84","5.56","2025-11-30"
"764861","berberine glucose support","NOW","BMVINVOL","Nutricost","Health & Personal Care",,,"B07PSMZ3J1","NOW Foods Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 90 Softgels","36.47","28.87","B0F9RZK9KD","NOW Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 60 Softgels","27.74","34.51","B0DXM7Q176","NOW Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","5.59","5.63","2025-11-30"
"778939","berberine organic","DECENT NATURE","Wild & Organic","Manewu","Health & Personal Care","Pet Products",,"B0D5MYQ6PP","Organic Berberine with Ceylon Cinnamon 2175mg - Premium berberine supplement high purity extract USDA Organic, support immune system, Berberine Plus Complex, Non-GMO Vegan for Men Women 90 Capsules","11.16","9.0","B0DD6WWXTB","Manewu Organic Berberine Supplement - 180 Count Berberine with Ceylon Cinnamon & Citrus Bergamot,Cinnamon Supplements,Berberine 1500mg Complex, 3-Month Supply","8.66","3.0","B0D5ZZY22H","Global Healing Center - Organic Berberine (Berberina) with Ceylon Cinnamon & Black Pepper, 1200 mg- Extra Strength Berberine Supplement & Complex for Weight Loss (60 Capsules)","4.1","6.0","2025-11-30"
"784354","berberine patch","Sunrogftic","Kind Patches","Xagnum Bolace","Health & Personal Care","Beauty","Home","B0FMXXBBJH","Sunrogftic GLP-1 Patches, Natural Ingredients with Berberine, Cinnamon & L-Glutamine, Health Support & Physical Management, Transdermal Patch for Daily Wellness - 1 Packs, 30 Patches","25.0","28.3","B0FYRG4789","Kind Patches GLP-1 Patches with L Glutamine, Berberine, Chromium, Pomegranate and Cinnamon - 2 Pack, 60 Patches","13.07","16.98","B0FPF11BNP","Xagnum Bolace GLP-1 Patches with L Glutamine, Berberine, and Cinnamon, Natural Ingredients Patches for Men and Women - 30 C","11.01","15.09","2025-11-30"
"797474","berberine 1200mg","Luma Nutrition","Nutricost","NATURE TARGET","Health & Personal Care","Pet Products",,"B08DHC29R6","Luma Nutrition Berberine Supplement - Berberine HCL 1200mg Per Serving - Vegan, Gluten Free, Non-GMO - 60 Capsules","18.41","21.38","B0DD6B85NL","NATURE TARGET Berberine HCl 1200mg, Berberine Supplement with Ceylon Cinnamon, Chromium - Supports Immune, Gastrointestinal & Heart Health, Non-GMO, 120 Capsules","12.59","13.21","B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","9.09","6.92","2025-11-30"
"799361","liquid berberine","Clean Nutraceuticals","Wild & Organic","Zypherionixis","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","34.81","23.08","B0DHM6L4FB","Wild & Organic Berberine Liquid Drops - 500mg Berberine Supplement HCL for Overall Support - Natural Extract Tincture - Vegan, Alcohol & Sugar-Free - 2 fl oz","7.71","4.4","B0FFMYYD63","Zypherionixis Liposomal Berberine HCL Supplement Liquid 3000mg - High Absorption Berberine Drops with Ceylon Cinnamon - 12-in-1 Formula AMPK Activator, Sugar Free - 2 fl oz","6.07","4.4","2025-11-30"
"820718","jshealth berberine","JSHealth","NUTRIFLAIR","THORNE","Health & Personal Care",,,"B0D55BB452","JSHealth Vitamins Berberine+ Formula — Berberine Supplement for Metabolic Health — Vegan, Gluten-Free & Non-GMO. (60 Tablets)","91.61","90.14","B08HHQWBBZ","NutriFlair Premium Berberine HCL 1200mg, 120 Capsules - Plus Pure True Ceylon Cinnamon, Berberine HCI Root Supplements Pills - Immune System - yields an Optimal 8% HCl","2.16","0.0","B07J9KNS9G","JSHealth Vitamins Detox and Debloat Liver Health Formula | Liver Detox Pills | Debloating Formula with Milk Thistle, Turmeric, Fennel | Liver Cleanse Supplement (60 Tablets)","1.68","0.0","2025-11-30"
"847386","berberine +","NUTRIFLAIR","DOCTOR RECOMMENDED SUPPLEMENTS","Toniiq","Health & Personal Care",,,"B07V2ZLY4N","DOCTOR RECOMMENDED SUPPLEMENTS Berberine Plus 1200mg Per Serving - 120 Veggie Capsules with Royal Jelly","10.15","6.87","B08HHQWBBZ","NutriFlair Premium Berberine HCL 1200mg, 120 Capsules - Plus Pure True Ceylon Cinnamon, Berberine HCI Root Supplements Pills - Immune System - yields an Optimal 8% HCl","8.66","8.4","B0D55BB452","JSHealth Vitamins Berberine+ Formula — Berberine Supplement for Metabolic Health — Vegan, Gluten-Free & Non-GMO. (60 Tablets)","4.21","3.05","2025-11-30"
"858179","kind berberine patches","Kind Patches","Wanerbsr","Arkture","Health & Personal Care","Lawn and Garden","Beauty","B0FK194S3Q","GLP-1 Patches by Kind Patches for Women and Men - 4 Pack, 120 Count","23.81","8.57","B0FYRG4789","Kind Patches GLP-1 Patches with L Glutamine, Berberine, Chromium, Pomegranate and Cinnamon - 2 Pack, 60 Patches","20.8","27.14","B0FZCKTBNV","Kind Patches GLP-1 Patches with L Glutamine, Berberine, Chromium, Pomegranate and Cinnamon - 4 Pack, 120 Patches","8.52","7.14","2025-11-30"
"866959","ultra berberine force factor","FORCE FACTOR","Aumeto","ULTRA HERBS","Health & Personal Care",,,"B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","64.56","64.23","B0FMCT4SM2","Force Factor Ultra Berberine Enhanced Absorption, with GlucoVantage Dihydroberberine & Chromium, 5X Better Absorption, Lasts 2X Longer, Gentle on The Stomach, Chocolate, 60 Soft Chews","18.23","6.5","B0DNKMF384","FORCE FACTOR Ultra Berberine Enhanced Absorption, with Ceylon Cinnamon, Dihydroberberine & Chromium, 5X Absorption, 2X Longer Lasting, Promote Lean Body Mass, 60 Vegetable Capsules","5.06","5.69","2025-11-30"
"903658","force factor berberine","FORCE FACTOR","DECENT NATURE","NATURE TARGET","Health & Personal Care",,,"B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","58.84","60.2","B0FMCT4SM2","Force Factor Ultra Berberine Enhanced Absorption, with GlucoVantage Dihydroberberine & Chromium, 5X Better Absorption, Lasts 2X Longer, Gentle on The Stomach, Chocolate, 60 Soft Chews","12.66","11.22","B0D9BW4NRW","FORCE FACTOR Berberine 500mg Supplement, Cardiovascular Support Supplement, Supports Heart Health, Premium Quality, Vegan, No Gelatin, Non-GMO, 60 Vegetable Capsules","7.39","6.12","2025-11-30"
"908481","hum best of berberine","HUM","NUTRIFLAIR","NATURE TARGET","Health & Personal Care",,,"B0CJTL53NK","HUM Best of Berberine Supplement 1200mg, Pure Potency for Metabolic Wellness, Gut Health, Pure Berberine Supplements Enhanced with BioPerine for Maximum Absorption, 60 Capsules","72.41","69.44","B0FRN8Y4KB","HUM Best of Berberine Supplement Flatter Me Fiber Supplement","14.85","11.11","B08HHQWBBZ","NutriFlair Premium Berberine HCL 1200mg, 120 Capsules - Plus Pure True Ceylon Cinnamon, Berberine HCI Root Supplements Pills - Immune System - yields an Optimal 8% HCl","2.12","1.39","2025-11-30"
